uid	abstract	title	journal	class
33762743	The pathogenesis of Parkinson's disease (PD) remains unclear, and there is no disease-modifying agent for PD. Withaferin A (WA), a naturally occurring compound, has emerged as a neuroprotective agent. However, the mechanisms by which WA is neuroprotective in PD are unknown. Here we show that WA protected against loss of dopaminergic neurons, neuroinflammation, and motor deficits in MPTP-induced PD mouse models. Whole-genome deep sequencing analysis combined with Meta-analysis of human PD studies reveal that DJ1, Nrf2, and STING in substantia nigra pars compacta (SNc) are linked to anti-PD effect of WA. We found that WA activated DJ1 and Nrf2, and suppressed STING within SNc; and overexpression of STING in SNc dampened the effect of WA. Using genetically modified mice (DJ1-KO, Nrf2-KO, STING(gt/gt) and STING-KO) and immunolabeling technique, we identified that WA targeted DJ1-Nrf2-STING pathway in dopaminergic neurons; and we demonstrate that STING might be an important factor in PD pathogenesis. In addition, WA alleviated accumulation of phosphorylated alpha-synuclein (p-alpha-syn) and insoluble alpha-syn within SNc in adeno-associated virus (AAV)-mediated human alpha-syn overexpression PD model. Our comparative analysis on whole-genome transcriptome profiles suggests that STING might be a key target of WA and amantadine in PD treatment. This study highlights a multifaceted role for WA in neuroprotection, and suggests that WA can be a potential candidate for treatment of PD.	The DJ1-Nrf2-STING axis mediates the neuroprotective effects of Withaferin A in Parkinson's disease.	Cell death and differentiation	1
33664479	Proliferative vitreoretinopathy (PVR) is a disease that causes severe blindness and is characterized by the formation of contractile fibrotic subretinal or epiretinal membranes. The epithelial-mesenchymal transition (EMT) of retinal pigment epithelial (RPE) cells is a hallmark of PVR. This work aims to examine the role of a long noncoding RNA (lncRNA) named EMT-related lncRNA in RPE (ERLR, LINC01705-201 (ENST00000438158.1)) in PVR and to explore the underlying mechanisms. In this study, we found that ERLR is upregulated in RPE cells stimulated with transforming growth factor (TGF)-beta1 as detected by lncRNA microarray and RT-PCR. Further studies characterized full-length ERLR and confirmed that it is mainly expressed in the cytoplasm. In vitro, silencing ERLR in RPE cells attenuated TGF-beta1-induced EMT, whereas overexpressing ERLR directly triggered EMT in RPE cells. In vivo, inhibiting ERLR in RPE cells reduced the ability of cells to induce experimental PVR. Mechanistically, chromatin immunoprecipitation (ChIP) assays indicated that the transcription factor TCF4 directly binds to the promoter region of ERLR and promotes its transcription. ERLR mediates EMT by directly binding to MYH9 protein and increasing its stability. TCF4 and MYH9 also mediate TGF-beta1-induced EMT in RPE cells. Furthermore, ERLR is also significantly increased in RPE cells incubated with vitreous PVR samples. In clinical samples of PVR membranes, ERLR was detected through fluorescent in situ hybridization (FISH) and colocalized with the RPE marker pancytokeratin (pan-CK). These results indicated that lncRNA ERLR is involved in TGF-beta1-induced EMT of human RPE cells and that it is involved in PVR. This finding provides new insights into the mechanism and treatment of PVR.	Long noncoding RNA ERLR mediates epithelial-mesenchymal transition of retinal pigment epithelial cells and promotes experimental proliferative vitreoretinopathy.	Cell death and differentiation	0
34040167	AMP-activated protein kinase (AMPK) is a critical sensor of energy status that coordinates cell growth with energy balance. In non-small cell lung cancer (NSCLC) the role of AMPKalpha is controversial and its contribution to lung carcinogenesis is not well-defined. Furthermore, it remains largely unknown whether long non-coding RNAs (lncRNAs) are involved in the regulation of AMPK-mediated pathways. Here, we found that loss of AMPKalpha in combination with activation of mutant KRAS(G12D) increased lung tumour burden and reduced survival in Kras(LSLG12D/+)/AMPKalpha(fl/fl) mice. In agreement, functional in vitro studies revealed that AMPKalpha silencing increased growth and migration of NSCLC cells. In addition, we identified an AMPKalpha-modulated lncRNA, KIMAT1 (ENSG00000228709), which in turn regulates AMPKalpha activation by stabilizing the lactate dehydrogenase B (LDHB). Collectively, our study indicates that AMPKalpha loss promotes KRAS-mediated lung tumorigenesis and proposes a novel KRAS/KIMAT1/LDHB/AMPKalpha axis that could be exploited for therapeutic purposes.	AMPKalpha loss promotes KRAS-mediated lung tumorigenesis.	Cell death and differentiation	0
33986463	Here, we provide evidence that high ATP production by the mitochondrial ATP-synthase is a new therapeutic target for anticancer therapy, especially for preventing tumor progression. More specifically, we isolated a subpopulation of ATP-high cancer cells which are phenotypically aggressive and demonstrate increases in proliferation, stemness, anchorage-independence, cell migration, invasion and multi-drug resistance, as well as high antioxidant capacity. Clinically, these findings have important implications for understanding treatment failure and cancer cell dormancy. Using bioinformatic analysis of patient samples, we defined a mitochondrial-related gene signature for metastasis, which features the gamma-subunit of the mitochondrial ATP-synthase (ATP5F1C). The relationship between ATP5F1C protein expression and metastasis was indeed confirmed by immunohistochemistry. Next, we used MDA-MB-231 cells as a model system to functionally validate these findings. Importantly, ATP-high MDA-MB-231 cells showed a nearly fivefold increase in metastatic capacity in vivo. Consistent with these observations, ATP-high cells overexpressed (i) components of mitochondrial complexes I-V, including ATP5F1C, and (ii) markers associated with circulating tumor cells (CTCs) and metastasis, such as EpCAM and VCAM1. Knockdown of ATP5F1C expression significantly reduced ATP-production, anchorage-independent growth, and cell migration, as predicted. Similarly, therapeutic administration of the FDA-approved drug, Bedaquiline, downregulated ATP5F1C expression in vitro and prevented spontaneous metastasis in vivo. In contrast, Bedaquiline had no effect on the growth of non-tumorigenic mammary epithelial cells (MCF10A) or primary tumors in vivo. Taken together, our results suggest that mitochondrial ATP depletion is a new therapeutic strategy for metastasis prophylaxis, to avoid treatment failure. In summary, we conclude that mitochondrial ATP5F1C is a promising new biomarker and molecular target for future drug development, for the prevention of metastatic disease progression.	Bedaquiline, an FDA-approved drug, inhibits mitochondrial ATP production and metastasis in vivo, by targeting the gamma subunit (ATP5F1C) of the ATP synthase.	Cell death and differentiation	1
33879857	Chemokines are important regulators of the immune system, inducing specific cellular responses by binding to receptors on immune cells. In SLE patients, decreased expression of CCL2 on mesenchymal stem cells (MSC) prevents inhibition of B-cell proliferation, causing the characteristic autoimmune phenotype. Nevertheless, the intrinsic role of CCL2 on B-cell autoimmunity is unknown. In this study using Ccl2 KO mice, we found that CCL2 deficiency enhanced BCR signaling by upregulating the phosphorylation of the MST1-mTORC1-STAT1 axis, which led to reduced marginal zone (MZ) B cells and increased germinal center (GC) B cells. The abnormal differentiation of MZ and GC B cells were rescued by in vivo inhibition of mTORC1. Additionally, the inhibition of MST1-mTORC1-STAT1 with specific inhibitors in vitro also rescued the BCR signaling upon antigenic stimulation. The deficiency of CCL2 also enhanced the early activation of B cells including B-cell spreading, clustering and signalosome recruitment by upregulating the DOCK8-WASP-actin axis. Our study has revealed the intrinsic role and underlying molecular mechanism of CCL2 in BCR signaling, B-cell differentiation, and humoral response.	CCL2 regulation of MST1-mTOR-STAT1 signaling axis controls BCR signaling and B-cell differentiation.	Cell death and differentiation	0
34226680	Junctional adhesion molecules (JAMs) play a critical role in cell permeability, polarity and migration. JAM-A, a key protein of the JAM family, is altered in a number of conditions including cancer; however, consequences of JAM-A dysregulation on carcinogenesis appear to be tissue dependent and organ dependent with significant implications for the use of JAM-A as a biomarker or therapeutic target. Here, we test the expression and prognostic role of JAM-A downregulation in primary and metastatic colorectal cancer (CRC) (n = 947). We show that JAM-A downregulation is observed in ~60% of CRC and correlates with poor outcome in four cohorts of stages II and III CRC (n = 1098). Using JAM-A knockdown, re-expression and rescue experiments in cell line monolayers, 3D spheroids, patient-derived organoids and xenotransplants, we demonstrate that JAM-A silencing promotes proliferation and migration in 2D and 3D cell models and increases tumour volume and metastases in vivo. Using gene-expression and proteomic analyses, we show that JAM-A downregulation results in the activation of ERK, AKT and ROCK pathways and leads to decreased bone morphogenetic protein 7 expression. We identify MIR21 upregulation as the cause of JAM-A downregulation and show that JAM-A rescue mitigates the effects of MIR21 overexpression on cancer phenotype. Our results identify a novel molecular loop involving MIR21 dysregulation, JAM-A silencing and activation of multiple oncogenic pathways in promoting invasiveness and metastasis in CRC.	MIR21-induced loss of junctional adhesion molecule A promotes activation of oncogenic pathways, progression and metastasis in colorectal cancer.	Cell death and differentiation	0
32203167	Blockade of programmed death-ligand 1 (PD-L1) by therapeutic antibodies has shown to be a promising strategy in cancer therapy, yet clinical response in many types of cancer, including prostate cancer (PCa), is limited. Tumor cells secrete PD-L1 through exosomes or splice variants, which has been described as a new mechanism for the resistance to PD-L1 blockade therapy in multiple cancers, including PCa. This suggests that cutting off the secretion or expression of PD-L1 might improve the response rate of PD-L1 blockade therapy in PCa treatment. Here we report that p300/CBP inhibition by a small molecule p300/CBP inhibitor dramatically enhanced the efficacy of PD-L1 blockade treatment in a syngeneic model of PCa by blocking both the intrinsic and IFN-gamma-induced PD-L1 expression. Mechanistically, p300/CBP could be recruited to the promoter of CD274 (encoding PD-L1) by the transcription factor IRF-1, which induced the acetylation of Histone H3 at CD274 promoter followed by the transcription of CD274. A485, a p300/CBP inhibitor, abrogated this process and cut off the secretion of exosomal PD-L1 by blocking the transcription of CD274, which combined with the anti-PD-L1 antibody to reactivate T cells function for tumor attack. This finding reports a new mechanism of how cancer cells regulate PD-L1 expression through epigenetic factors and provides a novel therapeutic approach to enhance the efficacy of immune checkpoint inhibitors treatment.	p300/CBP inhibition enhances the efficacy of programmed death-ligand 1 blockade treatment in prostate cancer.	Oncogene	0
32238882	Despite advances in the systemic treatment of patients with metastatic melanoma using immune checkpoint and tyrosine kinase inhibitors (TKI), the majority of stage IV melanoma patients eventually succumb to the disease. We have previously identified the transcription factor Sox10 as a crucial player in melanoma, yet the underlying molecular mechanisms mediating Sox10-dependent tumorigenesis remain largely uncharacterized. Here, we show that MEK and RAF inhibitors do not suppress levels of SOX10 protein in patient-derived cells in vitro, as well as in melanoma patients in vivo. In a search for pharmacological inhibitors of SOX10, we performed a mass spectrometry-based screen in human melanoma cells. Subsequent analysis revealed that SOX10 directly interacts with beta-catenin, which is a key mediator of canonical Wnt/beta-catenin signaling. We demonstrate that inhibitors of glycogen synthase kinase 3 alpha/beta (GSK3alpha/beta) efficiently abrogate SOX10 protein in human melanoma cells in vitro and in melanoma mouse models in vivo. The mechanism of action of GSK3-mediated SOX10 suppression is transcription-independent and relies on the presence of a proteasome degradable form of beta-catenin. Taken together, we provide evidence that activation of canonical Wnt signaling has a profound effect on melanoma growth and is able to counteract Sox10-dependent melanoma maintenance both in vitro and in vivo.	Temporal activation of WNT/beta-catenin signaling is sufficient to inhibit SOX10 expression and block melanoma growth.	Oncogene	0
32291413	Pancreatic stellate cells (PSCs) secrete high levels of transforming growth factor-beta1 (TGF-beta1) that contributes to the development of pancreatic ductal adenocarcinoma (PDAC). TGF-beta1 modulates the expression of L1 cell adhesion molecule (L1CAM), but its role in tumour progression still remains controversial. To clarify L1 function in PDAC and cellular phenotypes, we performed L1CAM cell sorting, silencing and overexpression in several primary pancreatic cancer cells. PSCs silenced for TGF-beta1 were used for crosstalk experiments. We found that TGF-beta1 secreted by PSCs negatively regulates L1CAM expression, through canonical TGF-beta-Smad2/3 signalling, leading to a more aggressive PDAC phenotype. Cells with reduced expression of L1CAM harboured enhanced stemness potential and tumourigenicity. Inactivation of TGF-beta1 signalling in PSCs strongly reduced the aggressiveness of PDAC cells. Our data provide functional proof and mechanistic insights for the tumour-suppressive function of L1CAM via reducing stemness. Rescuing L1CAM expression in cancer cells through targeting of TGF-beta1 reverses stemness and bears the potential to improve the still miserable prognosis of PDAC patients.	TGF-beta1 secreted by pancreatic stellate cells promotes stemness and tumourigenicity in pancreatic cancer cells through L1CAM downregulation.	Oncogene	1
32251364	Impaired neuronal differentiation is a feature of neuroblastoma tumorigenesis, and the differentiation grade of neuroblastoma tumors is associated with patient prognosis. Detailed understanding of the molecular mechanisms underlying neuroblastoma differentiation will facilitate the development of effective treatment strategies. Recent studies have shown that myelin transcription factor 1 (MYT1) promotes vertebrate neurogenesis by regulating gene expression. We performed quantitative analysis of neuroblastoma samples, which revealed that MYT1 was differentially expressed among neuroblastoma patients with different pathological diagnoses. Analysis of clinical data showed that MYT1 overexpression was associated with a significantly shorter 3-year overall survival rate and poor differentiation in neuroblastoma specimens. MYT1 knockdown inhibited proliferation and promoted the expression of multiple differentiation-associated proteins. Integrated omics data indicated that many genes involved in neuro-differentiation were regulated by MYT1. Interestingly, many of these genes are targets of the REST complex; therefore, we further identified the physical interaction of MYT1 with LSD1/CoREST. Depletion of LSD1 or inhibition of LSD1 by ORY-1001 decreased MYT1 expression, providing an alternative approach to target MYT1. Taken together, our results indicate that MYT1 significantly attenuates cell differentiation by interacting with the LSD1/CoREST complex. MYT1 is, therefore, a promising therapeutic target for enhancing the neurite-inducing effect of retinoic acid and for inhibiting the growth of neuroblastoma.	MYT1 attenuates neuroblastoma cell differentiation by interacting with the LSD1/CoREST complex.	Oncogene	0
32350443	Activator protein (AP)-1 transcription factors are essential elements of the pro-oncogenic functions of transforming growth factor-beta (TGFbeta)-SMAD signaling. Here we show that in multiple HER2+ and/or EGFR+ breast cancer cell lines these AP-1-dependent tumorigenic properties of TGFbeta critically rely on epidermal growth factor receptor (EGFR) activation and expression of the DeltaN isoform of transcriptional regulator p63. EGFR and DeltaNp63 enabled and/or potentiated the activation of a subset of TGFbeta-inducible invasion/migration-associated genes, e.g., ITGA2, LAMB3, and WNT7A/B, and enhanced the recruitment of SMAD2/3 to these genes. The TGFbeta- and EGF-induced binding of SMAD2/3 and JUNB to these gene loci was accompanied by p63-SMAD2/3 and p63-JUNB complex formation. p63 and EGFR were also found to strongly potentiate TGFbeta induction of AP-1 proteins and, in particular, FOS family members. Ectopic overexpression of FOS could counteract the decrease in TGFbeta-induced gene activation after p63 depletion. p63 is also involved in the transcriptional regulation of heparin binding (HB)-EGF and EGFR genes, thereby establishing a self-amplification loop that facilitates and empowers the pro-invasive functions of TGFbeta. These cooperative pro-oncogenic functions of EGFR, AP-1, p63, and TGFbeta were efficiently inhibited by clinically relevant chemical inhibitors. Our findings may, therefore, be of importance for therapy of patients with breast cancers with an activated EGFR-RAS-RAF pathway.	TGFbeta and EGF signaling orchestrates the AP-1- and p63 transcriptional regulation of breast cancer invasiveness.	Oncogene	0
32332923	In epithelial ovarian cancer (EOC), response to platinum (PT)-based chemotherapy dictates subsequent treatments and predicts patients' prognosis. Alternative splicing is often deregulated in human cancers and can be altered by chemotherapy. Whether and how changes in alternative splicing regulation could impact on the response of EOC to PT-based chemotherapy is still not clarified. We identified the splicing factor proline and glutamine rich (SFPQ) as a critical mediator of response to PT in an unbiased functional genomic screening in EOC cells and, using a large cohort of primary and recurrent EOC samples, we observed that it is frequently overexpressed in recurrent PT-treated samples and that its overexpression correlates with PT resistance. At mechanistic level, we show that, under PT treatment, SFPQ, in complex with p54(nrb), binds and regulates the activity of the splicing factor SRSF2. SFPQ/p54(nrb) complex decreases SRSF2 binding to caspase-9 RNA, favoring the expression of its alternative spliced antiapoptotic form. As a consequence, SFPQ/p54(nrb) protects cells from PT-induced death, eventually contributing to chemoresistance. Overall, our work unveils a previously unreported SFPQ/p54(nrb)/SRSF2 pathway that in EOC cells plays a central role in regulating alternative splicing and PT-induced apoptosis and that could result in the design of new possible ways of intervention to overcome PT resistance.	Splicing factor proline- and glutamine-rich (SFPQ) protein regulates platinum response in ovarian cancer-modulating SRSF2 activity.	Oncogene	1
32313225	Breast cancer is the second leading cause of cancer-related deaths among women, largely due to the progression of a significant fraction of primary tumours to the metastatic stage. Here, we show that zinc-finger protein 750 (ZNF750) opposes the migration and invasion of breast cancer cells by repressing a prometastatic transcriptional programme, which includes genes involved in focal adhesion and extracellular matrix interactions, such as LAMB3 and CTNNAL1. Mechanistically, ZNF750 recruits the epigenetic modifiers KDM1A and HDAC1 to the promoter regions of LAMB3 and CTNNAL1, influencing histone marks and transactivating these genomic sites. Gene expression analysis in cancer patient datasets indicated that ZNF750 and its targets were negative prognostic factors in breast cancer. Together, our findings shed light on the molecular mechanism by which ZNF750 regulates cell migration and invasion, suggesting a role in breast cancer metastasis.	ZNF750 represses breast cancer invasion via epigenetic control of prometastatic genes.	Oncogene	0
32393835	HER2 is overexpressed in 20-30% of all breast cancers and is associated with an invasive disease and poor clinical outcome. The Ste20-like kinase (SLK) is activated downstream of HER2/Neu and is required for efficient epithelial-to-mesenchymal transition, cell cycle progression, and migration in the mammary epithelium. Here we show that loss of SLK in a murine model of HER2/Neu-positive breast cancers significantly accelerates tumor onset and decreases overall survival. Transcriptional profiling of SLK knockout HER2/Neu-derived tumor cells revealed a strong induction in the triple-negative breast cancer marker, Sox10, accompanied by an increase in mammary stem/progenitor activity. Similarly, we demonstrate that SLK and Sox10 expression are inversely correlated in patient samples, with the loss of SLK and acquisition of Sox10 marking the triple-negative subtype. Furthermore, pharmacological inhibition of AKT reduces SLK-null tumor growth in vivo and is rescued by ectopic Sox10 expression, suggesting that Sox10 is a critical regulator of tumor growth downstream of SLK/AKT. These findings highlight a role for SLK in negatively regulating HER2-induced mammary tumorigenesis and provide mechanistic insight into the regulation of Sox10 expression in breast cancer.	Loss of the Ste20-like kinase induces a basal/stem-like phenotype in HER2-positive breast cancers.	Oncogene	0
32372061	Temozolomide (TMZ) insensitivity and resistance are major causes of treatment failure and poor prognosis for GBM patients. Here, we identify LRRC4 as a novel autophagy inhibitor that restores the sensitivity of GBMs to TMZ. LRRC4 was associated with the DEPTOR/mTOR complex, and this interaction resulted in autophagy inhibition. Further investigation demonstrated that the PDZ binding domain of LRRC4 binds to the PDZ domain of DEPTOR. This binding decreases the half-life of DEPTOR via ubiquitination, thus inhibiting GBM cell autophagy and increasing the TMZ treatment response of GBM. Combined LRRC4 expression and TMZ treatment prolonged the survival of mice with tumour xenografts. Furthermore, the levels of LRRC4, DEPTOR and autophagy are clinically relevant for GBM, indicating that LRRC4 is likely to have significant potential as a therapeutic marker and target for TMZ treatment in glioma patients.	Leucine-rich repeat containing 4 act as an autophagy inhibitor that restores sensitivity of glioblastoma to temozolomide.	Oncogene	0
32366908	Breast cancer (BC) is an aggressive cancer that is a leading cause of cancer-associated death in women worldwide. Although increased expression of heat shock protein 47 (HSP47), a collagen-specific chaperone, is associated with the high malignancy of BC, its role in BC remains largely unclear. Here we show that a small population of high-invasive BC cells expresses HSP47 and that HSP47-positive high-invasive BC cells have a high metastatic potential that is completely abolished by disruption of HSP47. HSP47 interacts with non-muscle myosin IIA (NMIIA) via the unfolded protein response transducer IRE1alpha, resulting in enhancement of the metastatic potential of high-invasive BC cells by augmenting the contractile force of actin filaments. Ablation of NMIIA abrogates the metastatic potential of HSP47-positive high-invasive BC cells. We further show that forced expression of NMIIA confers a high metastatic potential on low-invasive BC cells in which HSP47 but not NMIIA is expressed. Overall, our study indicates that HSP47 acts as a stimulator for metastasis of BC cells and suggest that HSP47 may be a candidate for a therapeutic target against BC.	HSP47 promotes metastasis of breast cancer by interacting with myosin IIA via the unfolded protein response transducer IRE1alpha.	Oncogene	0
32398866	Klotho is a transmembrane protein, which can be shed and act as a circulating hormone and is involved in regulating cellular calcium levels and inhibition of the PI3K/AKT pathway. As a longevity hormone, it protects normal cells from oxidative stress, and as a tumor suppressor it inhibits growth of cancer cells. Mechanisms governing these differential activities have not been addressed. Altered cellular metabolism is a hallmark of cancer and dysregulation of mitochondrial activity is a hallmark of aging. We hypothesized that klotho exerts its differential effects through regulation of these two hallmarks. Treatment with klotho inhibited glycolysis, reduced mitochondrial activity and membrane potential only in cancer cells. Accordingly, global metabolic screen revealed that klotho altered pivotal metabolic pathways, amongst them glycolysis and tricarboxylic acid cycle in breast cancer cells. Alteration of metabolic activity and increased AMP/ATP ratio lead to LKB1-dependent AMPK activation. Indeed, klotho induced AMPK phosphorylation; furthermore, inhibition of LKB1 partially abolished klotho's tumor suppressor activity. By diminishing deltapsi (Deltapsi) klotho also inhibited mitochondria Ca(2+) shuttling thereby impairing mitochondria communication with SOCE leading to reduced Ca(2+) influx by SOCE channels. The reduced SOCE was followed by ER Ca(2+) depletion and stress. These data delineate mechanisms mediating the differential effects of klotho toward cancer versus normal cells, and indicate klotho as a potent regulator of metabolic activity.	Klotho rewires cellular metabolism of breast cancer cells through alteration of calcium shuttling and mitochondrial activity.	Oncogene	1
32439864	Long noncoding RNAs (lncRNAs) were demonstrated to play important roles in gene regulation and cancer progression. However, the functional roles of lncRNAs and the detailed mechanisms underlying gastric cancer (GC) progression remain largely unclear. Here, we identified a novel cancer-related lncRNA, termed lncRNA GCMA (Gastric Cancer metastasis-associated lncRNA), which was upregulated in GC tissues with lymph node metastasis (LNM) compared with tissues without LNM. High expression of GCMA was significantly associated with poor prognosis of patients with GC. Luciferase assays, bioinformatics analyses and chromatin immunoprecipitation (ChIP) assays indicated that SP1 transcription factor directly bound to the GCMA promoter region and activated its transcription. Functionally, upregulation of GCMA dramatically promoted GC cells proliferation, migration and invasion in vitro, whereas knockdown of GCMA elicited the opposite function. Consistently, stable knockdown of GCMA inhibited tumor proliferation, invasion and metastasis in vivo. Mechanistically, by using bioinformatics analyses, RNA binding protein immunoprecipitation (RIP) assays, luciferase assays and western-blot assays, GCMA was demonstrated to function as a competing endogenous RNA (ceRNA) via competitively absorbing miR-124 and miR-34a to upregulate slug and snail, thereby induced epithelial-mesenchymal transition (EMT) and GC cell metastasis in vitro and in vivo. Collectively, these results demonstrate that GCMA functions as an oncogenic lncRNA that may serve as a potential prognostic biomarker for GC and shed new lights on targeted therapy of GC in the future.	SP1-activated long noncoding RNA lncRNA GCMA functions as a competing endogenous RNA to promote tumor metastasis by sponging miR-124 and miR-34a in gastric cancer.	Oncogene	0
32439863	In response to nutrient deficiency, autophagy degrades cytoplasmic materials and organelles in lysosomes, which is nutrient recycling, whereas activation of EGFR mediates autophagy suppression in response to growth factors. It is unclear whether PPARdelta could be the regulator of autophagy in response to active EGFR. Here we found that EGFR induced PPARdelta phosphorylation at tyrosine-108 leading to increased binding of LC3 to PPARdelta by its LIR (LC3 interacting region) motif, consequently, inhibited autophagic flux. Conversely, EGFR inhibitor treatment reversed this event. Furthermore, EGFR-mediated PPARdelta phosphorylation at tyrosine-108 led to autophagy inhibition and tumor growth. These findings suggest that PPARdelta serves as a regulator of autophagy by its phosphorylation.	PPARdelta is a regulator of autophagy by its phosphorylation.	Oncogene	0
32514152	Bile acids (BAs), well-defined signaling molecules with diverse metabolic functions, play important roles in cellular processes associated with many cancers. As one of the most common BAs, deoxycholic acid (DCA) is originally synthesized in the liver, stored in the gallbladder, and processed in the gut. DCA plays crucial roles in various tumors; however, functions and molecular mechanisms of DCA in gallbladder cancer (GBC) still remain poorly characterized. Here, we analyzed human GBC samples and found that DCA was significantly downregulated in GBC, and reduced levels of DCA was associated with poor clinical outcome in patients with GBC. DCA treatment impeded tumor progression by halting cell proliferation. DCA decreased miR-92b-3p expression in an m(6)A-dependent posttranscriptional modification manner by facilitating dissociation of METTL3 from METTL3-METTL14-WTAP complex, which increased the protein level of the phosphatase and tensin homolog, a newly identified target of miR-92b-3p, and subsequently inactivated the PI3K/AKT signaling pathway. Our findings revealed that DCA might function as a tumor suppressive factor in GBC at least by interfering with miR-92b-3p maturation, and suggested that DCA treatment could provide a new therapeutic strategy for GBC.	Deoxycholic acid modulates the progression of gallbladder cancer through N(6)-methyladenosine-dependent microRNA maturation.	Oncogene	0
32518375	Guanylate-binding protein 2 (GBP2) is an interferon-inducible large GTPase which is crucial to the protective immunity against microorganisms. However, its biological function in cancer remains largely unknown. Glioblastoma multiforme (GBM) is the most common and deadly brain tumor in adults. Here we show that GBP2 expression is highly elevated in GBM tumor and cell lines, particularly in those of the mesenchymal subtype. High GBP2 expression is associated with poor prognosis. GBP2 overexpression significantly promotes GBM cell migration and invasion in vitro, and GBP2 silencing by RNA interference exhibits opposite effects. We further show that fibronectin (FN1) is dramatically induced by GBP2 expression at both mRNA and protein levels, and FN1 is essential for GBP2-promoted GBM invasiveness. Inhibition of Stat3 pathway prevents GBP2-promoted FN1 induction and cell invasion. Consistently, GBP2 dramatically promotes GBM tumor growth and invasion in mice and significantly reduces the survival time of the mice with tumor. Taken together, these findings establish the role of GBP2/Stat3/FN1 signaling cascade in GBM invasion and suggest GBP2 may serve as a potential therapeutic target for inhibiting GBM invasion.	GBP2 enhances glioblastoma invasion through Stat3/fibronectin pathway.	Oncogene	1
32546724	Aberrant sphingolipid metabolism has been implicated in chemoresistance, but the underlying mechanisms are still poorly understood. Herein we revealed a previously unrecognized mechanism of 5-fluorouracil (5-FU) resistance contributed by high SphK2-upregulated dihydropyrimidine dehydrogenase (DPD) in colorectal cancer (CRC), which is evidenced from human CRC specimens, animal models, and cancer cell lines. TMA samples from randomly selected 60 CRC specimens firstly identified the clinical correlation between high SphK2 and increased DPD (p < 0.001). Then the regulatory mechanism was explored in CRC models of villin-SphK2 Tg mice, SphK2(-/-)mice, and human CRC cells xenografted nude mice. Assays of ChIP-Seq and luciferase reporter gene demonstrated that high SphK2 upregulated DPD through promoting the HDAC1-mediated H3K56ac, leading to the degradation of intracellular 5-FU into inactive alpha-fluoro-beta-alanine (FBAL). Lastly, inhibition of SphK2 by SLR080811 exhibited excellent inhibition on DPD expression and potently reversed 5-FU resistance in colorectal tumors of villin-SphK2 Tg mice. Overall, this study manifests that SphK2(high) conferred 5-FU resistance through upregulating tumoral DPD, which highlights the strategies of blocking SphK2 to overcome 5-FU resistance in CRC.	SphK2 confers 5-fluorouracil resistance to colorectal cancer via upregulating H3K56ac-mediated DPD expression.	Oncogene	0
32555329	Long noncoding RNAs (lncRNAs) play pivotal roles in cancer development and progression, and some function in a highly cancer-specific manner. However, whether the cause of their expression is an outcome of a specific regulatory mechanism or nonspecific transcription induced by genome reorganization in cancer remains largely unknown. Here, we investigated a group of lncRNAs that we previously identified to be aberrantly expressed in prostate cancer (PC), called TPCATs. Our high-throughput real-time PCR experiments were integrated with publicly available RNA-seq and ChIP-seq data and revealed that the expression of a subset of TPCATs is driven by PC-specific transcription factors (TFs), especially androgen receptor (AR) and ETS-related gene (ERG). Our in vitro validations confirmed that AR and ERG regulated a subset of TPCATs, most notably for EPCART. Knockout of EPCART was found to reduce migration and proliferation of the PC cells in vitro. The high expression of EPCART and two other TPCATs (TPCAT-3-174133 and TPCAT-18-31849) were also associated with the biochemical recurrence of PC in prostatectomy patients and were independent prognostic markers. Our findings suggest that the expression of numerous PC-associated lncRNAs is driven by PC-specific mechanisms and not by random cellular events that occur during cancer development. Furthermore, we report three prospective prognostic markers for the early detection of advanced PC and show EPCART to be a functionally relevant lncRNA in PC.	AR and ERG drive the expression of prostate cancer specific long noncoding RNAs.	Oncogene	1
32587398	Esophageal squamous cell carcinoma (ESCC) is a malignant disease and is a common cause of death in China. By performing an integrative study investigating public databases and clinical samples collected by our group, we found that HOXC10 (homeobox C10) is upregulated in ESCC tumor tissues compared with nontumor tissues and that the upregulation of HOXC10 is correlated with the poor prognosis of patients with ESCC. The enforced expression of HOXC10 promoted ESCC cell proliferation in vitro and in vivo. Our study revealed that HOXC10 could bind the promoter region of human Erb-b2 receptor tyrosine kinase 3 (ERBB3/HER3) and activate the PI3K/AKT pathway. In addition, by immunoprecipitation and mass spectrometry analysis, we found that HOXC10 could bind X-ray repair cross complementing 6 (Ku70) and accelerate the DNA repair mechanism via the nonhomologous end-joining (NHEJ) pathway. We further evaluated HOXC10 expression in ESCC patients receiving adjuvant radiotherapy or platinum-based chemotherapy. The results demonstrate that HOXC10 upregulation predicts the poor prognosis of ESCC patients receiving adjuvant radiotherapy or chemotherapy. Our study reveals that HOXC10 upregulation reflects the poor prognosis of ESCC patients and directs the selection of postoperative therapy regimens.	HOXC10 upregulation confers resistance to chemoradiotherapy in ESCC tumor cells and predicts poor prognosis.	Oncogene	0
